time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-12-10T20:42:08.277Z,-32.879,-179.8513,96,5.9,mww,,39,3.98,1.05,us,us7000cpws,2021-02-20T16:11:11.040Z,south of the Kermadec Islands,earthquake,8.5,1.8,0.044,50,reviewed,us,us
2020-12-10T13:19:58.682Z,24.7818,122.0243,71,6.1,mww,,18,0.515,0.76,us,us7000cpqz,2022-03-10T05:49:46.366Z,"27 km E of Yilan, Taiwan",earthquake,3.8,1.6,0.061,26,reviewed,us,us
2020-12-08T00:47:24.531Z,22.5204,144.7385,20,5.5,mww,,15,5.112,0.64,us,us7000cp05,2021-02-12T22:40:16.040Z,"Volcano Islands, Japan region",earthquake,2.5,1.8,0.053,34,reviewed,us,us
2020-12-06T16:47:42.643Z,-20.3947,-69.0609,105,6.1,mww,,30,0.266,1.17,us,us7000cnnz,2022-03-10T05:49:30.722Z,"115 km E of Iquique, Chile",earthquake,3.1,1.9,0.05,39,reviewed,us,us
2020-12-02T19:40:23.036Z,-6.1892,-107.3854,10,5.5,mww,,106,17.921,0.98,us,us7000cm92,2021-02-12T22:38:23.040Z,central East Pacific Rise,earthquake,11.8,1.8,0.061,26,reviewed,us,us
2020-12-01T20:52:57.066Z,-61.9496,154.7341,10,6,mww,,29,7.795,0.85,us,us7000clt8,2021-08-31T06:02:15.298Z,Balleny Islands region,earthquake,9.5,1.7,0.083,14,reviewed,us,us
2020-12-01T16:35:48.161Z,53.6855,-150.5827,10,5.7,mww,,31,3.545,0.56,us,us7000clp0,2021-02-06T18:29:29.040Z,south of Alaska,earthquake,7.6,1.8,0.054,33,reviewed,us,us
2020-12-01T16:22:39.923Z,52.7551,-168.2401,23,6.4,mww,,61,0.64,0.75,us,us7000clnv,2021-12-01T16:32:53.938Z,,earthquake,3.3,1.7,0.025,150,reviewed,us,us
2020-11-30T22:55:03.914Z,-24.3221,-67.0048,189,6.3,mww,,32,1.737,1.06,us,us7000clbs,2021-04-26T03:41:30.854Z,"71 km W of San Antonio de los Cobres, Argentina",earthquake,7.6,1.8,0.043,52,reviewed,us,us
2020-11-30T22:54:34.601Z,48.2521,140.7971,589,6.4,mww,,26,1.854,0.94,us,us7000clbu,2021-11-16T05:35:29.475Z,"88 km SSE of Sovetskaya Gavan’, Russia",earthquake,6,1.9,0.04,60,reviewed,us,us
2020-11-30T04:59:09.984Z,52.7448,-168.2605,34,5.5,mww,,106,0.652,1.15,us,us7000cl2f,2021-02-06T18:29:06.040Z,"45 km ESE of Nikolski, Alaska",earthquake,6.3,1.8,0.04,59,reviewed,us,us
2020-11-29T23:56:54.428Z,-17.6793,-174.7733,10,5.6,mww,,35,4.647,0.98,us,us7000cl0j,2021-02-06T18:29:04.040Z,"136 km NW of Neiafu, Tonga",earthquake,8.1,1.7,0.071,19,reviewed,us,us
2020-11-29T16:40:43.995Z,-23.2591,-65.0281,8,5.8,mww,,34,2.916,1.02,us,us7000ckx5,2022-03-10T05:48:52.549Z,"33 km E of Humahuaca, Argentina",earthquake,5.8,1.8,0.053,34,reviewed,us,us
2020-11-29T09:01:35.283Z,-14.7607,167.2454,108.59,5.6,mww,,32,0.683,0.71,us,us7000cktq,2021-02-06T18:28:55.040Z,"36 km NNE of Port-Olry, Vanuatu",earthquake,8.1,4,0.05,39,reviewed,us,us
2020-11-25T22:56:04.101Z,-61.913,154.9182,10,5.9,mww,,45,7.733,0.57,us,us7000cjr0,2021-02-06T18:28:14.040Z,Balleny Islands region,earthquake,9,1.7,0.098,10,reviewed,us,us
2020-11-25T22:37:42.962Z,-41.1242,-90.3987,10,5.7,mww,,49,13.57,0.87,us,us7000cjqt,2021-02-06T18:28:14.040Z,southeast of Easter Island,earthquake,11.5,1.8,0.056,31,reviewed,us,us
2020-11-24T22:02:58.090Z,-8.9759,67.5822,10,5.5,mww,,41,5.065,1.1,us,us6000cs8g,2021-02-03T17:49:53.040Z,Mid-Indian Ridge,earthquake,8.2,1.8,0.056,31,reviewed,us,us
2020-11-22T10:05:53.849Z,36.5889,141.1105,33,5.5,mww,,86,0.823,0.72,us,us6000crfr,2022-02-16T09:35:16.987Z,"37 km ESE of Takahagi, Japan",earthquake,5.4,1.3,0.098,10,reviewed,us,us
2020-11-22T05:18:37.429Z,-16.7489,174.4645,10,5.5,mww,,67,3.569,0.75,us,us6000cre1,2021-02-03T17:49:21.040Z,Fiji region,earthquake,7.8,1.8,0.075,17,reviewed,us,us
2020-11-22T00:54:56.794Z,-34.5978,-73.0596,22,6.1,mww,,16,1.016,0.59,us,us6000crcq,2021-11-03T03:34:04.398Z,"100 km NW of Constitución, Chile",earthquake,4.6,1.8,0.034,83,reviewed,us,us
2020-11-21T02:11:48.221Z,-30.9181,-71.4511,51,5.5,mww,,46,0.29,1.06,us,us6000cr45,2022-03-10T05:48:07.721Z,"42 km SW of Ovalle, Chile",earthquake,5.4,1.6,0.052,35,reviewed,us,us
2020-11-20T03:19:15.484Z,-53.9402,140.6723,10,5.7,mww,,52,11.882,0.92,us,us6000cqme,2021-02-03T17:51:06.040Z,west of Macquarie Island,earthquake,10.9,1.8,0.059,28,reviewed,us,us
2020-11-17T01:44:11.421Z,-2.6706,99.3227,19,6,mww,,23,3.436,0.58,us,us7000cfxq,2021-12-03T12:25:50.449Z,"222 km SSW of Padang, Indonesia",earthquake,7.2,1.7,0.051,37,reviewed,us,us
2020-11-16T22:45:22.404Z,-6.962,155.7366,33,5.5,mww,,39,4.496,0.96,us,us7000cfwd,2021-01-27T17:30:02.040Z,"76 km SSE of Panguna, Papua New Guinea",earthquake,4,1.8,0.078,16,reviewed,us,us
2020-11-15T22:37:43.690Z,8.7572,126.2914,43,6,mww,,26,1.819,0.99,us,us7000cfes,2022-03-10T05:47:52.560Z,"5 km S of Marihatag, Philippines",earthquake,6.2,1.9,0.042,54,reviewed,us,us
2020-11-14T02:56:55.620Z,30.3659,67.435,12.04,5.5,mww,,41,4.379,0.96,us,us7000cet5,2022-03-10T05:47:38.086Z,"16 km SSW of Alik Ghund, Pakistan",earthquake,8.5,3.5,0.08,15,reviewed,us,us
2020-11-13T09:12:43.850Z,-53.1621,160.0486,10,5.7,mww,,51,1.487,0.43,us,us7000ceaa,2021-01-27T17:28:58.040Z,Macquarie Island region,earthquake,8.5,1.8,0.078,16,reviewed,us,us
2020-11-11T05:17:56.078Z,25.4713,142.75,10,5.7,mww,,44,1.695,0.91,us,us7000cd9a,2021-01-27T17:28:34.040Z,"Volcano Islands, Japan region",earthquake,6.9,1.7,0.063,24,reviewed,us,us
2020-11-11T00:48:44.122Z,-19.7177,-177.561,417,6,mww,,22,4.596,1.11,us,us7000cd6e,2021-01-27T17:28:31.040Z,"291 km WNW of Haveluloto, Tonga",earthquake,9.3,1.9,0.063,24,reviewed,us,us
2020-11-07T09:27:05.498Z,-15.2458,-173.5276,34,6.2,mww,,41,4.54,0.72,us,us7000cbr2,2021-01-23T22:25:33.040Z,"83 km NNE of Hihifo, Tonga",earthquake,8.7,1.8,0.053,34,reviewed,us,us
2020-11-07T01:10:32.071Z,25.71,143.6051,16,5.8,mww,,41,8.085,1,us,us7000cbni,2021-01-23T22:25:32.040Z,"Volcano Islands, Japan region",earthquake,3,1.7,0.05,38,reviewed,us,us
2020-11-06T23:49:19.160Z,-62.2342,-58.1924,12.33,5.9,mww,,28,0.22,1.06,us,us7000cbmx,2021-01-23T22:25:32.040Z,South Shetland Islands,earthquake,5,2.6,0.052,36,reviewed,us,us
2020-11-06T08:56:38.063Z,40.9903,143.255,12,5.5,mww,,114,1.026,0.74,us,us7000cb99,2021-01-23T22:25:31.040Z,"157 km ENE of Hachinohe, Japan",earthquake,5.5,1.8,0.059,28,reviewed,us,us
2020-11-03T08:18:56.633Z,-19.9889,-177.464,388,5.7,mww,,27,4.796,1.06,us,us7000c9mz,2021-01-18T23:02:07.040Z,"267 km WNW of Haveluloto, Tonga",earthquake,8.8,1.9,0.063,24,reviewed,us,us
2020-11-03T02:40:54.919Z,-44.4111,-79.375,10,6,mww,,43,4.334,0.71,us,us7000c9jz,2021-01-18T23:02:05.040Z,"Off the coast of Aisen, Chile",earthquake,8.9,1.8,0.035,78,reviewed,us,us
2020-11-01T03:43:20.342Z,-7.0719,129.2407,182,5.7,mww,,14,2.232,1.08,us,us7000c8va,2021-01-18T23:01:55.040Z,"294 km ENE of Lospalos, Timor Leste",earthquake,2.6,1.8,0.049,40,reviewed,us,us
2020-10-30T22:56:47.691Z,71.5432,-3.2896,10,5.6,mww,,30,8.35,0.74,us,us7000c8fy,2021-01-18T23:01:50.040Z,"206 km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,6.9,1.7,0.043,52,reviewed,us,us
2020-10-30T18:24:41.629Z,-10.1704,-75.1714,36,5.5,mww,,69,2.439,0.69,us,us7000c84t,2022-03-10T05:46:40.692Z,"51 km NNE of Oxapampa, Peru",earthquake,6.3,1.9,0.098,10,reviewed,us,us
2020-10-30T11:10:10.978Z,-8.8203,161.0406,20,5.5,mww,,28,1.242,0.89,us,us7000c7xt,2022-03-10T05:45:36.815Z,"38 km E of Auki, Solomon Islands",earthquake,7.1,1.8,0.063,24,reviewed,us,us
2020-10-30T08:38:41.148Z,10.6312,-43.5286,10,5.9,mww,,39,10.563,0.71,us,us7000c7wh,2021-01-18T23:01:46.040Z,northern Mid-Atlantic Ridge,earthquake,3.8,1.9,0.042,55,reviewed,us,us
2020-10-28T14:53:11.368Z,-29.3186,-71.2397,50,5.8,mww,,101,0.562,0.57,us,us7000c6u9,2022-03-10T05:45:23.661Z,"64 km N of La Serena, Chile",earthquake,4.1,1.8,0.05,38,reviewed,us,us
2020-10-28T14:12:56.449Z,-14.4548,167.415,180,5.8,mww,,33,1.007,0.78,us,us7000c6sn,2021-01-18T23:01:36.040Z,"65 km SSW of Sola, Vanuatu",earthquake,6.8,1.7,0.041,58,reviewed,us,us
2020-10-28T09:02:33.508Z,-14.9365,-75.7131,22,5.6,mww,,122,3.13,0.52,us,us7000c6p3,2021-01-18T23:01:35.040Z,"60 km WSW of Changuillo, Peru",earthquake,7.9,1.9,0.051,37,reviewed,us,us
2020-10-28T04:52:32.177Z,-34.8887,-71.6926,57.62,5.5,mww,,24,0.229,0.77,us,us7000c6lj,2021-01-18T23:01:33.040Z,"34 km W of Rauco, Chile",earthquake,4,3.1,0.05,39,reviewed,us,us
2020-10-28T04:13:42.061Z,53.2019,-173.4156,239.67,5.5,mww,,50,0.917,0.64,us,us7000c6l2,2021-10-28T04:23:57.948Z,"123 km NNE of Atka, Alaska",earthquake,6.8,3.6,0.03,104,reviewed,us,us
2020-10-25T23:43:11.009Z,-56.7013,-141.6486,10,5.5,mww,,29,25.543,0.76,us,us6000cd45,2021-01-09T20:05:26.040Z,Pacific-Antarctic Ridge,earthquake,10.7,1.7,0.086,13,reviewed,us,us
2020-10-25T11:47:37.759Z,-15.3631,-173.424,39,5.9,mww,,58,4.661,0.75,us,us6000ccyh,2021-01-09T20:05:25.040Z,"76 km NNE of Hihifo, Tonga",earthquake,7.9,1.9,0.073,18,reviewed,us,us
2020-10-23T07:04:30.940Z,-25.634,-179.9621,454,6.1,mww,,23,4.025,0.83,us,us6000cbx8,2021-01-09T20:05:21.040Z,south of the Fiji Islands,earthquake,5.9,2,0.05,38,reviewed,us,us
2020-10-23T01:46:17.720Z,-36.3799,-97.1088,10,5.9,mww,,28,13.892,1.33,us,us6000cbug,2021-01-09T20:05:20.040Z,West Chile Rise,earthquake,8.1,1.7,0.039,62,reviewed,us,us
2020-10-22T08:24:07.383Z,-20.826,-176.6209,244,5.8,mww,,29,5.89,0.8,us,us6000cb8b,2021-01-09T20:05:18.040Z,"150 km WNW of Haveluloto, Tonga",earthquake,9.2,1.9,0.051,37,reviewed,us,us
2020-10-21T09:13:06.593Z,-25.5231,-70.9323,20,5.7,mww,,101,0.691,0.64,us,us6000caj9,2021-01-09T20:05:15.040Z,"46 km WSW of Taltal, Chile",earthquake,5.1,1.8,0.053,34,reviewed,us,us
2020-10-21T00:22:34.155Z,-19.3323,-172.3327,10,5.9,mww,,26,2.287,1.14,us,us6000cafc,2021-01-09T20:05:15.040Z,"189 km ESE of Neiafu, Tonga",earthquake,7.2,1.7,0.08,15,reviewed,us,us
2020-10-20T13:43:17.460Z,64.0134,-22.1508,10,5.6,mww,,25,0.819,0.74,us,us6000ca0k,2022-03-10T05:43:53.207Z,"11 km SW of Álftanes, Iceland",earthquake,5.5,1.8,0.036,73,reviewed,us,us
2020-10-20T04:07:06.904Z,54.2743,-159.6399,12.82,5.6,mww,,42,0.558,0.51,us,us6000c9u7,2020-12-29T23:07:57.040Z,"130 km SSE of Sand Point, Alaska",earthquake,4.7,3.1,0.039,64,reviewed,us,us
2020-10-19T21:45:25.327Z,54.3371,-159.8425,20.77,5.9,mww,,65,0.516,0.95,us,us6000c9lf,2020-12-29T23:07:45.040Z,"118 km SSE of Sand Point, Alaska",earthquake,5.3,4.2,0.083,14,reviewed,us,us
2020-10-19T21:32:21.891Z,54.3886,-159.8241,26.62,5.5,mb,,116,0.463,0.86,us,us6000c9km,2020-12-29T23:07:45.040Z,"114 km SSE of Sand Point, Alaska",earthquake,3.9,4.5,0.041,208,reviewed,us,us
2020-10-19T21:06:20.397Z,54.5073,-159.729,26.24,5.7,mb,,150,0.334,0.66,us,us6000c9lb,2020-12-29T23:07:44.040Z,"104 km SSE of Sand Point, Alaska",earthquake,6.5,4.6,0.1,36,reviewed,us,us
2020-10-19T21:05:57.335Z,54.4386,-159.6143,22.74,5.7,mb,,135,0.393,0.88,us,us6000c9kb,2020-12-29T23:07:44.040Z,"114 km SSE of Sand Point, Alaska",earthquake,3.9,5.2,0.085,50,reviewed,us,us
2020-10-19T07:47:21.835Z,-3.3848,100.3604,17.03,5.5,mww,,29,2.764,0.67,us,us6000c9cs,2022-03-10T05:43:02.545Z,"186 km SW of Sungai Penuh, Indonesia",earthquake,6.4,3.4,0.078,16,reviewed,us,us
2020-10-19T07:31:30.626Z,-3.3684,100.2706,20,5.6,mww,,31,2.854,0.64,us,us6000c9ci,2022-03-10T05:42:43.778Z,"191 km SW of Sungai Penuh, Indonesia",earthquake,6.1,1.8,0.058,29,reviewed,us,us
2020-10-18T06:58:28.688Z,-3.9177,-81.8157,8,5.5,mww,,56,4.585,0.67,us,us6000c950,2020-12-29T23:07:34.040Z,"76 km WNW of El Alto, Peru",earthquake,5.7,1.7,0.039,62,reviewed,us,us
2020-10-17T10:49:20.339Z,-54.5812,-133.0296,10,5.5,mww,,35,29.556,0.6,us,us6000c8z4,2020-12-29T23:07:31.040Z,Pacific-Antarctic Ridge,earthquake,9.1,1.7,0.053,34,reviewed,us,us
2020-10-12T04:14:27.168Z,14.5482,-93.5454,10,5.5,mb,,87,1.792,0.81,us,us6000c8sb,2020-12-19T17:22:55.040Z,"107 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,9.4,1.8,0.083,50,reviewed,us,us
2020-10-12T04:13:53.429Z,14.8318,-93.6423,18,5.6,mww,,63,1.39,0.83,us,us6000c7ne,2020-12-19T17:22:47.040Z,"85 km SW of La Esperanza (El Zapotal), Mexico",earthquake,3.8,1.6,0.071,19,reviewed,us,us
2020-10-11T14:41:21.173Z,-28.5658,-112.0664,10,5.6,mww,,60,2.718,0.99,us,us6000c7k9,2020-12-19T17:22:45.040Z,Easter Island region,earthquake,11.2,1.8,0.066,22,reviewed,us,us
2020-10-10T17:38:00.765Z,24.6661,93.4997,53,5.5,mww,,22,0.849,0.65,us,us6000c7ce,2020-12-19T17:22:44.040Z,"33 km WNW of Moir?ng, India",earthquake,4.5,1.9,0.083,14,reviewed,us,us
2020-10-10T13:14:57.129Z,-28.5892,-112.3535,10,5.9,mww,,50,2.95,0.99,us,us6000c7b1,2020-12-19T17:22:43.040Z,Easter Island region,earthquake,10.6,1.8,0.075,17,reviewed,us,us
2020-10-08T15:58:50.018Z,-5.904,150.8415,30,5.8,mww,,28,1.977,0.83,us,us6000c6si,2022-03-10T05:42:05.039Z,"87 km ESE of Kimbe, Papua New Guinea",earthquake,4.8,1.7,0.054,33,reviewed,us,us
2020-10-08T14:22:39.270Z,52.7723,-168.2804,32,5.7,mww,,59,0.48,1.38,us,us6000c6rg,2020-12-19T17:22:40.040Z,"43 km ESE of Nikolski, Alaska",earthquake,3,1.7,0.032,91,reviewed,us,us
2020-10-08T07:35:32.524Z,-6.0942,146.1738,106,6.3,mww,,13,3.431,0.75,us,us6000c6mu,2022-03-10T05:41:47.432Z,"40 km ENE of Kainantu, Papua New Guinea",earthquake,6.4,1.9,0.055,32,reviewed,us,us
2020-10-06T10:11:46.626Z,-17.9962,-178.4717,633,5.9,mww,,24,3.319,0.9,us,us6000c617,2020-12-12T22:28:42.040Z,"234 km E of Levuka, Fiji",earthquake,10,1.9,0.073,18,reviewed,us,us
2020-10-06T05:54:50.449Z,54.8508,-159.8514,31,5.9,mww,,53,0.152,0.6,us,us6000c5zm,2020-12-12T22:28:41.040Z,"68 km SE of Sand Point, Alaska",earthquake,4.7,1.8,0.025,151,reviewed,us,us
2020-10-04T18:16:53.824Z,13.6082,120.7526,121,5.6,mww,,25,3.931,0.89,us,us6000c5i4,2020-12-12T22:28:39.040Z,"14 km WSW of Tingloy, Philippines",earthquake,7.6,1.9,0.038,67,reviewed,us,us
2020-10-03T09:31:31.262Z,33.4766,140.9412,28.85,5.8,mww,,15,1.01,0.77,us,us6000c54x,2020-12-12T22:28:37.040Z,"193 km SSE of Katsuura, Japan",earthquake,6.6,2.9,0.051,37,reviewed,us,us
2020-10-02T10:17:33.283Z,-62.3622,-58.2612,10,5.7,mww,,70,0.225,0.59,us,us6000c4p5,2020-12-12T22:28:34.040Z,South Shetland Islands,earthquake,6.2,1.8,0.049,40,reviewed,us,us
2020-10-01T10:34:45.149Z,-5.9961,148.6656,74,6.1,mww,,15,3.7,0.79,us,us6000c3td,2022-03-10T05:41:32.939Z,"100 km WNW of Kandrian, Papua New Guinea",earthquake,6.3,1.9,0.037,71,reviewed,us,us
2020-10-01T01:13:36.524Z,-19.5385,-174.1217,28,6.4,mww,,20,3.988,0.63,us,us6000c3kz,2022-03-10T05:41:13.341Z,"39 km NE of Pangai, Tonga",earthquake,8.4,1.8,0.053,34,reviewed,us,us
2020-09-27T04:12:17.740Z,51.8905,-169.6828,17,5.5,mww,,69,0.897,1.13,us,us6000c1tj,2021-09-27T04:22:22.175Z,"129 km SSW of Nikolski, Alaska",earthquake,5,1.8,0.039,64,reviewed,us,us
2020-09-27T00:35:24.843Z,-57.1978,-147.7196,10,5.5,mww,,74,25.76,1.1,us,us6000c403,2020-12-05T21:03:10.040Z,Pacific-Antarctic Ridge,earthquake,15.3,1.8,0.086,13,reviewed,us,us
2020-09-26T17:10:22.462Z,-48.0249,31.7404,10,6.1,mww,,18,13.767,0.68,us,us6000c1np,2020-12-05T21:03:00.040Z,south of Africa,earthquake,9,1.7,0.052,36,reviewed,us,us
2020-09-24T00:27:49.022Z,-0.2363,-18.8067,10,5.8,mww,,65,8.837,0.77,us,us6000c0cs,2020-12-05T21:02:56.040Z,central Mid-Atlantic Ridge,earthquake,10,1.8,0.051,37,reviewed,us,us
2020-09-21T18:04:57.669Z,51.8569,103.4802,10,5.5,mww,,28,0.203,0.68,us,us6000bzek,2022-03-10T05:40:52.953Z,"21 km NW of Kultuk, Russia",earthquake,7.4,1.8,0.075,17,reviewed,us,us
2020-09-21T13:37:15.082Z,-4.0426,-104.3789,10,5.8,mww,,59,14.472,0.78,us,us7000bqr4,2020-11-28T21:32:01.040Z,central East Pacific Rise,earthquake,12.6,1.8,0.062,25,reviewed,us,us
2020-09-21T12:27:56.936Z,-4.0856,-104.2252,10,5.5,mww,,90,22.224,0.57,us,us7000bqqu,2020-11-28T21:32:01.040Z,central East Pacific Rise,earthquake,12.7,1.8,0.065,23,reviewed,us,us
2020-09-20T22:13:15.030Z,9.2643,126.6862,9,5.6,mww,,43,2.44,0.56,us,us7000bql2,2020-11-28T21:31:59.040Z,"54 km E of Cortes, Philippines",earthquake,6.8,1.4,0.069,20,reviewed,us,us
2020-09-20T09:42:16.757Z,2.586,-95.2352,10,5.5,mww,,148,5.913,0.56,us,us7000bqg0,2020-11-28T21:31:57.040Z,"Galapagos Islands, Ecuador region",earthquake,9.5,1.9,0.046,46,reviewed,us,us
2020-09-19T21:09:31.865Z,-37.5237,77.8874,10,5.8,mww,,28,0.371,0.58,us,us7000bqaf,2020-11-28T21:31:55.040Z,Mid-Indian Ridge,earthquake,8.7,1.6,0.061,26,reviewed,us,us
2020-09-18T16:28:17.575Z,35.0368,25.3034,44,5.9,mww,,35,0.421,0.78,us,us7000bpvt,2020-11-28T21:31:51.040Z,"12 km SSE of Arkalochóri, Greece",earthquake,5.9,1.9,0.05,39,reviewed,us,us
2020-09-17T17:01:31.953Z,-16.5183,-177.2594,10,5.5,mww,,93,2.349,0.85,us,us7000bphn,2020-11-28T21:31:48.040Z,"260 km SSE of Alo, Wallis and Futuna",earthquake,7.8,1.8,0.089,12,reviewed,us,us
2020-09-17T10:32:25.906Z,-6.7598,129.3659,185,5.5,mww,,18,2.269,1.09,us,us7000bpbx,2020-11-28T21:31:48.040Z,Banda Sea,earthquake,7.2,1.9,0.078,16,reviewed,us,us
2020-09-17T03:00:18.282Z,7.7831,-37.0931,10,5.7,mww,,36,13.573,0.96,us,us7000bp8n,2020-11-28T21:31:47.040Z,central Mid-Atlantic Ridge,earthquake,9.7,1.8,0.041,58,reviewed,us,us
2020-09-16T08:44:28.666Z,-22.3056,171.5856,102,5.7,mww,,45,3.402,1.13,us,us7000bnvp,2020-11-28T21:31:45.040Z,southeast of the Loyalty Islands,earthquake,7.8,1.9,0.041,57,reviewed,us,us
2020-09-15T04:12:16.258Z,-15.1075,179.8718,10,5.9,mww,,34,3.15,0.67,us,us7000bndc,2020-11-21T20:10:43.040Z,"156 km NNE of Labasa, Fiji",earthquake,7.5,1.7,0.057,30,reviewed,us,us
2020-09-15T03:41:28.036Z,55.9733,158.3783,344,6.4,mww,,25,2.898,0.68,us,us7000bnd1,2021-11-17T03:22:17.017Z,"21 km WNW of Esso, Russia",earthquake,5.9,1.8,0.028,120,reviewed,us,us
2020-09-12T08:34:27.321Z,-17.2562,167.6792,10,5.9,mww,,64,1.856,0.69,us,us7000bmcx,2020-11-21T20:10:38.040Z,"85 km NW of Port-Vila, Vanuatu",earthquake,6.8,1.9,0.043,51,reviewed,us,us
2020-09-12T02:44:11.224Z,38.7482,142.2446,34,6.1,mww,,47,2.232,0.97,us,us7000bm9m,2021-10-17T08:23:32.606Z,"58 km SE of ?funato, Japan",earthquake,5.7,1.7,0.057,30,reviewed,us,us
2020-09-12T02:37:29.903Z,-17.8804,-178.0054,559.66,5.6,mww,,36,3.554,1.06,us,us7000bm9g,2020-11-21T20:10:37.040Z,"284 km E of Levuka, Fiji",earthquake,9.1,4.9,0.093,11,reviewed,us,us
